graph1,graph2,2411,2412,6231
"molecule14","molecule09",3,5,4
"molecule14","molecule47",38,48,24
"molecule14","molecule21",10,12,6
"molecule14","molecule13",10,12,6
"molecule14","molecule30",9,12,11
"molecule14","molecule52",64,79,41
"molecule14","molecule23",21,25,14
"molecule14","molecule15",15,18,9
"molecule14","molecule53",4,6,6
"molecule14","molecule62",41,50,25
"molecule14","molecule49",44,55,29
"molecule14","molecule07",7,10,5
"molecule14","molecule34",13,17,10
"molecule14","molecule03",5,6,3
"molecule14","molecule10",8,11,7
"molecule14","molecule51",63,78,39
"molecule14","molecule57",49,61,32
"molecule14","molecule54",8,11,7
"molecule14","molecule64",56,68,34
"molecule14","molecule55",43,54,27
"molecule14","molecule17",5,6,3
"molecule14","molecule60",13,17,10
"molecule14","molecule37",17,22,11
"molecule14","molecule41",51,62,31
"molecule14","molecule44",10,12,6
"molecule14","molecule61",29,37,20
"molecule14","molecule36",12,16,8
"molecule14","molecule35",33,41,22
"molecule14","molecule20",11,13,8
"molecule14","molecule06",2,4,2
"molecule14","molecule29",5,7,8
"molecule14","molecule46",16,19,11
"molecule14","molecule43",9,12,9
"molecule14","molecule58",7,10,5
"molecule14","molecule01",15,18,9
"molecule14","molecule66",11,13,8
"molecule14","molecule67",31,37,20
"molecule14","molecule11",23,29,16
"molecule14","molecule59",12,16,8
"molecule14","molecule24",20,24,12
"molecule14","molecule08",22,28,14
"molecule14","molecule38",18,23,13
"molecule14","molecule12",15,18,9
"molecule14","molecule28",36,43,23
"molecule14","molecule56",48,60,30
"molecule14","molecule33",12,16,8
"molecule14","molecule27",35,42,21
"molecule14","molecule40",46,56,28
"molecule14","molecule05",12,16,8
"molecule14","molecule42",52,63,33
"molecule04","molecule18",10,12,6
"molecule04","molecule45",15,18,9
"molecule04","molecule25",17,22,11
"molecule04","molecule31",14,18,14
"molecule04","molecule22",15,18,9
"molecule04","molecule16",5,6,3
"molecule04","molecule65",7,10,5
"molecule04","molecule02",7,10,5
"molecule04","molecule32",7,10,5
"molecule04","molecule48",43,54,27
"molecule04","molecule26",18,23,13
"molecule04","molecule19",8,11,7
"molecule04","molecule14",2,4,2
"molecule04","molecule63",49,61,32
"molecule04","molecule00",20,24,12
"molecule04","molecule39",34,43,23
"molecule04","molecule50",51,62,31
"molecule04","molecule09",3,5,4
"molecule04","molecule47",38,48,24
"molecule04","molecule21",12,16,8
"molecule04","molecule13",12,16,8
"molecule04","molecule30",11,16,13
"molecule04","molecule52",62,75,39
"molecule04","molecule23",21,25,14
"molecule04","molecule15",15,18,9
"molecule04","molecule53",4,6,6
"molecule04","molecule62",43,54,27
"molecule04","molecule49",44,55,29
"molecule04","molecule07",5,6,3
"molecule04","molecule34",13,17,10
"molecule04","molecule03",5,6,3
"molecule04","molecule10",6,7,5
"molecule04","molecule51",61,74,37
"molecule04","molecule57",47,57,30
"molecule04","molecule54",8,11,7
"molecule04","molecule64",56,68,34
"molecule04","molecule55",41,50,25
"molecule04","molecule17",7,10,5
"molecule04","molecule60",11,13,8
"molecule04","molecule37",15,18,9
"molecule04","molecule41",51,62,31
"molecule04","molecule44",10,12,6
"molecule04","molecule61",31,40,22
"molecule04","molecule36",10,12,6
"molecule04","molecule35",31,37,20
"molecule04","molecule20",11,13,8
"molecule04","molecule06",2,4,2
"molecule04","molecule29",6,10,10
"molecule04","molecule46",16,19,11
"molecule04","molecule43",11,16,11
"molecule04","molecule58",5,6,3
"molecule04","molecule01",15,18,9
"molecule04","molecule66",13,17,10
"molecule04","molecule67",31,37,20
"molecule04","molecule11",21,25,14
"molecule04","molecule59",10,12,6
"molecule04","molecule24",20,24,12
"molecule04","molecule08",20,24,12
"molecule04","molecule38",16,19,11
"molecule04","molecule12",17,22,11
"molecule04","molecule28",36,43,23
"molecule04","molecule56",46,56,28
"molecule04","molecule33",12,16,8
"molecule04","molecule27",35,42,21
"molecule04","molecule40",46,56,28
"molecule04","molecule05",10,12,6
"molecule04","molecule42",52,63,33
"molecule63","molecule18",39,49,26
"molecule63","molecule45",34,43,23
"molecule63","molecule25",33,40,21
"molecule63","molecule31",56,68,34
"molecule63","molecule22",34,43,23
"molecule63","molecule16",44,55,29
"molecule63","molecule65",42,51,27
"molecule63","molecule02",53,66,33
"molecule63","molecule32",42,51,27
"molecule63","molecule48",7,8,7
"molecule63","molecule26",31,38,19
"molecule63","molecule19",41,50,25
"molecule63","molecule14",47,57,30
"molecule63","molecule04",49,61,32
"molecule63","molecule00",66,80,40
"molecule63","molecule39",15,18,9
"molecule63","molecule50",10,15,9
"molecule63","molecule09",46,56,28
"molecule63","molecule47",11,13,8
"molecule63","molecule21",37,45,24
"molecule63","molecule13",56,68,34
"molecule63","molecule30",51,62,31
"molecule63","molecule52",17,22,11
"molecule63","molecule23",28,36,18
"molecule63","molecule15",35,44,25
"molecule63","molecule53",47,57,30
"molecule63","molecule62",6,7,5
"molecule63","molecule49",5,6,3
"molecule63","molecule07",44,55,29
"molecule63","molecule34",36,44,22
"molecule63","molecule03",52,63,33
"molecule63","molecule10",43,54,27
"molecule63","molecule51",19,24,15
"molecule63","molecule57",2,4,2
"molecule63","molecule54",41,50,25
"molecule63","molecule64",13,17,10
"molecule63","molecule55",8,11,7
"molecule63","molecule17",43,52,27
"molecule63","molecule60",38,48,24
"molecule63","molecule37",34,43,23
"molecule63","molecule41",7,8,7
"molecule63","molecule44",39,49,26
"molecule63","molecule61",20,24,12
"molecule63","molecule36",39,49,26
"molecule63","molecule35",20,26,16
"molecule63","molecule20",38,48,24
"molecule63","molecule06",48,58,30
"molecule63","molecule29",46,56,28
"molecule63","molecule46",33,42,21
"molecule63","molecule43",51,62,31
"molecule63","molecule58",44,55,29
"molecule63","molecule01",61,74,37
"molecule63","molecule66",36,44,22
"molecule63","molecule67",20,26,16
"molecule63","molecule11",30,38,22
"molecule63","molecule59",39,49,26
"molecule63","molecule24",29,37,20
"molecule63","molecule08",31,39,22
"molecule63","molecule38",33,42,21
"molecule63","molecule12",61,74,37
"molecule63","molecule28",15,20,13
"molecule63","molecule56",4,6,6
"molecule63","molecule33",38,46,24
"molecule63","molecule27",16,21,13
"molecule63","molecule40",3,5,4
"molecule63","molecule05",39,49,26
"molecule63","molecule42",5,6,3
"molecule00","molecule18",30,36,18
"molecule00","molecule45",35,42,21
"molecule00","molecule25",35,42,21
"molecule00","molecule31",10,12,6
"molecule00","molecule22",35,42,21
"molecule00","molecule16",25,30,15
"molecule00","molecule65",25,30,15
"molecule00","molecule02",15,18,9
"molecule00","molecule32",25,30,15
"molecule00","molecule48",61,74,37
"molecule00","molecule26",35,42,21
"molecule00","molecule19",25,30,15
"molecule00","molecule14",20,24,12
"molecule00","molecule04",20,24,12
"molecule00","molecule63",66,80,40
"molecule00","molecule39",51,62,31
"molecule00","molecule50",71,86,43
"molecule00","molecule09",20,24,12
"molecule00","molecule47",56,68,34
"molecule00","molecule21",30,36,18
"molecule00","molecule13",10,12,6
"molecule00","molecule30",15,18,9
"molecule00","molecule52",81,98,49
"molecule00","molecule23",40,48,24
"molecule00","molecule15",35,42,21
"molecule00","molecule53",20,24,12
"molecule00","molecule62",61,74,37
"molecule00","molecule49",61,74,37
"molecule00","molecule07",25,30,15
"molecule00","molecule34",30,36,18
"molecule00","molecule03",15,18,9
"molecule00","molecule10",25,30,15
"molecule00","molecule51",81,98,49
"molecule00","molecule57",66,80,40
"molecule00","molecule54",25,30,15
"molecule00","molecule64",76,92,46
"molecule00","molecule55",61,74,37
"molecule00","molecule17",25,30,15
"molecule00","molecule60",30,36,18
"molecule00","molecule37",35,42,21
"molecule00","molecule41",71,86,43
"molecule00","molecule44",30,36,18
"molecule00","molecule61",46,56,28
"molecule00","molecule36",30,36,18
"molecule00","molecule35",50,60,30
"molecule00","molecule20",30,36,18
"molecule00","molecule06",20,24,12
"molecule00","molecule29",20,24,12
"molecule00","molecule46",35,42,21
"molecule00","molecule43",15,18,9
"molecule00","molecule58",25,30,15
"molecule00","molecule01",5,6,3
"molecule00","molecule66",30,36,18
"molecule00","molecule67",50,60,30
"molecule00","molecule11",40,48,24
"molecule00","molecule59",30,36,18
"molecule00","molecule24",40,48,24
"molecule00","molecule08",40,48,24
"molecule00","molecule38",35,42,21
"molecule00","molecule12",5,6,3
"molecule00","molecule28",55,66,33
"molecule00","molecule56",66,80,40
"molecule00","molecule33",30,36,18
"molecule00","molecule27",55,66,33
"molecule00","molecule40",66,80,40
"molecule00","molecule05",30,36,18
"molecule00","molecule42",71,86,43
"molecule39","molecule18",24,31,17
"molecule39","molecule45",19,25,14
"molecule39","molecule25",19,25,14
"molecule39","molecule31",41,50,25
"molecule39","molecule22",19,25,14
"molecule39","molecule16",29,37,20
"molecule39","molecule65",29,37,20
"molecule39","molecule02",38,48,24
"molecule39","molecule32",29,37,20
"molecule39","molecule48",12,16,8
"molecule39","molecule26",20,26,16
"molecule39","molecule19",30,38,22
"molecule39","molecule14",34,43,23
"molecule39","molecule04",34,43,23
"molecule39","molecule63",15,18,9
"molecule39","molecule00",51,62,31
"molecule39","molecule50",22,28,14
"molecule39","molecule09",35,44,25
"molecule39","molecule47",7,10,5
"molecule39","molecule21",24,31,17
"molecule39","molecule13",41,50,25
"molecule39","molecule30",36,44,22
"molecule39","molecule52",32,40,20
"molecule39","molecule23",15,20,13
"molecule39","molecule15",22,30,18
"molecule39","molecule53",34,43,23
"molecule39","molecule62",10,12,6
"molecule39","molecule49",12,16,8
"molecule39","molecule07",29,37,20
"molecule39","molecule34",25,32,19
"molecule39","molecule03",39,49,26
"molecule39","molecule10",30,38,22
"molecule39","molecule51",32,40,20
"molecule39","molecule57",17,22,11
"molecule39","molecule54",30,38,22
"molecule39","molecule64",25,30,15
"molecule39","molecule55",12,16,8
"molecule39","molecule17",29,37,20
"molecule39","molecule60",25,32,19
"molecule39","molecule37",19,25,14
"molecule39","molecule41",20,24,12
"molecule39","molecule44",24,31,17
"molecule39","molecule61",5,6,3
"molecule39","molecule36",24,31,17
"molecule39","molecule35",10,17,13
"molecule39","molecule20",25,32,19
"molecule39","molecule06",34,43,23
"molecule39","molecule29",31,38,19
"molecule39","molecule46",20,26,16
"molecule39","molecule43",36,44,22
"molecule39","molecule58",29,37,20
"molecule39","molecule01",46,56,28
"molecule39","molecule66",25,32,19
"molecule39","molecule67",9,14,13
"molecule39","molecule11",19,26,19
"molecule39","molecule59",24,31,17
"molecule39","molecule24",14,19,11
"molecule39","molecule08",17,24,15
"molecule39","molecule38",20,26,16
"molecule39","molecule12",46,56,28
"molecule39","molecule28",13,19,14
"molecule39","molecule56",17,22,11
"molecule39","molecule33",24,31,17
"molecule39","molecule27",11,17,10
"molecule39","molecule40",15,18,9
"molecule39","molecule05",26,35,19
"molecule39","molecule42",20,24,12
"molecule50","molecule18",45,58,29
"molecule50","molecule45",40,52,26
"molecule50","molecule25",40,52,26
"molecule50","molecule31",61,74,37
"molecule50","molecule22",38,48,24
"molecule50","molecule16",48,60,30
"molecule50","molecule65",48,60,30
"molecule50","molecule02",58,72,36
"molecule50","molecule32",46,56,28
"molecule50","molecule48",12,16,8
"molecule50","molecule26",41,53,28
"molecule50","molecule19",51,65,34
"molecule50","molecule14",53,66,33
"molecule50","molecule04",51,62,31
"molecule50","molecule63",10,15,9
"molecule50","molecule00",71,86,43
"molecule50","molecule39",22,28,14
"molecule50","molecule09",54,67,35
"molecule50","molecule47",15,18,9
"molecule50","molecule21",43,54,27
"molecule50","molecule13",63,78,39
"molecule50","molecule30",58,72,36
"molecule50","molecule52",12,14,10
"molecule50","molecule23",36,47,25
"molecule50","molecule15",38,48,24
"molecule50","molecule53",51,62,31
"molecule50","molecule62",12,16,8
"molecule50","molecule49",13,17,10
"molecule50","molecule07",48,60,30
"molecule50","molecule34",44,55,29
"molecule50","molecule03",56,68,34
"molecule50","molecule10",49,61,32
"molecule50","molecule51",10,12,6
"molecule50","molecule57",8,11,7
"molecule50","molecule54",49,61,32
"molecule50","molecule64",5,6,3
"molecule50","molecule55",10,12,6
"molecule50","molecule17",50,64,32
"molecule50","molecule60",44,55,29
"molecule50","molecule37",38,48,24
"molecule50","molecule41",4,8,4
"molecule50","molecule44",43,54,27
"molecule50","molecule61",27,34,17
"molecule50","molecule36",41,50,25
"molecule50","molecule35",27,36,21
"molecule50","molecule20",46,59,31
"molecule50","molecule06",53,66,33
"molecule50","molecule29",53,66,33
"molecule50","molecule46",41,53,28
"molecule50","molecule43",58,72,36
"molecule50","molecule58",46,56,28
"molecule50","molecule01",66,80,40
"molecule50","molecule66",46,59,31
"molecule50","molecule67",29,40,23
"molecule50","molecule11",37,48,27
"molecule50","molecule59",43,54,27
"molecule50","molecule24",35,46,23
"molecule50","molecule08",35,46,23
"molecule50","molecule38",39,49,26
"molecule50","molecule12",68,84,42
"molecule50","molecule28",24,34,20
"molecule50","molecule56",7,10,5
"molecule50","molecule33",43,54,27
"molecule50","molecule27",22,32,16
"molecule50","molecule40",7,10,5
"molecule50","molecule05",43,54,27
"molecule50","molecule42",5,9,6
"molecule09","molecule18",12,14,10
"molecule09","molecule45",17,20,13
"molecule09","molecule25",17,20,13
"molecule09","molecule31",14,18,14
"molecule09","molecule22",18,23,13
"molecule09","molecule16",8,11,7
"molecule09","molecule65",8,11,7
"molecule09","molecule02",7,10,5
"molecule09","molecule32",8,11,7
"molecule09","molecule48",43,52,29
"molecule09","molecule26",15,18,9
"molecule09","molecule19",5,6,3
"molecule09","molecule14",3,5,4
"molecule09","molecule04",3,5,4
"molecule09","molecule63",46,56,28
"molecule09","molecule00",20,24,12
"molecule09","molecule39",35,44,25
"molecule09","molecule50",54,67,35
"molecule09","molecule47",39,49,26
"molecule09","molecule21",13,17,10
"molecule09","molecule13",12,16,8
"molecule09","molecule30",11,16,13
"molecule09","molecule52",61,74,37
"molecule09","molecule23",20,24,12
"molecule09","molecule15",18,23,13
"molecule09","molecule53",5,7,8
"molecule09","molecule62",44,55,29
"molecule09","molecule49",41,50,25
"molecule09","molecule07",7,8,7
"molecule09","molecule34",10,12,6
"molecule09","molecule03",6,7,5
"molecule09","molecule10",5,6,3
"molecule09","molecule51",63,76,41
"molecule09","molecule57",46,56,28
"molecule09","molecule54",5,6,3
"molecule09","molecule64",59,73,38
"molecule09","molecule55",44,55,29
"molecule09","molecule17",7,8,7
"molecule09","molecule60",10,12,6
"molecule09","molecule37",17,20,13
"molecule09","molecule41",53,64,35
"molecule09","molecule44",13,17,10
"molecule09","molecule61",30,38,22
"molecule09","molecule36",13,17,10
"molecule09","molecule35",30,36,18
"molecule09","molecule20",10,12,6
"molecule09","molecule06",2,2,4
"molecule09","molecule29",7,11,10
"molecule09","molecule46",15,18,9
"molecule09","molecule43",11,16,11
"molecule09","molecule58",8,11,7
"molecule09","molecule01",15,18,9
"molecule09","molecule66",10,12,6
"molecule09","molecule67",30,36,18
"molecule09","molecule11",20,24,12
"molecule09","molecule59",12,14,10
"molecule09","molecule24",22,26,16
"molecule09","molecule08",22,26,16
"molecule09","molecule38",15,18,9
"molecule09","molecule12",17,22,11
"molecule09","molecule28",35,42,21
"molecule09","molecule56",48,58,32
"molecule09","molecule33",12,14,10
"molecule09","molecule27",37,44,25
"molecule09","molecule40",49,61,32
"molecule09","molecule05",13,17,10
"molecule09","molecule42",51,62,31
"molecule47","molecule18",31,41,22
"molecule47","molecule45",26,35,19
"molecule47","molecule25",25,34,17
"molecule47","molecule31",46,56,28
"molecule47","molecule22",25,34,17
"molecule47","molecule16",35,46,23
"molecule47","molecule65",33,42,21
"molecule47","molecule02",43,54,27
"molecule47","molecule32",31,38,19
"molecule47","molecule48",5,6,3
"molecule47","molecule26",26,35,19
"molecule47","molecule19",36,47,25
"molecule47","molecule14",38,48,24
"molecule47","molecule04",38,48,24
"molecule47","molecule63",11,13,8
"molecule47","molecule00",56,68,34
"molecule47","molecule39",7,10,5
"molecule47","molecule50",15,18,9
"molecule47","molecule09",39,49,26
"molecule47","molecule21",28,36,18
"molecule47","molecule13",48,60,30
"molecule47","molecule30",43,54,27
"molecule47","molecule52",26,31,17
"molecule47","molecule23",22,30,18
"molecule47","molecule15",26,35,19
"molecule47","molecule53",36,44,22
"molecule47","molecule62",5,6,3
"molecule47","molecule49",6,7,5
"molecule47","molecule07",34,43,23
"molecule47","molecule34",29,37,20
"molecule47","molecule03",41,50,25
"molecule47","molecule10",35,44,25
"molecule47","molecule51",25,30,15
"molecule47","molecule57",11,13,8
"molecule47","molecule54",34,43,23
"molecule47","molecule64",20,24,12
"molecule47","molecule55",5,6,3
"molecule47","molecule17",35,46,23
"molecule47","molecule60",30,38,22
"molecule47","molecule37",24,31,17
"molecule47","molecule41",15,18,9
"molecule47","molecule44",30,40,20
"molecule47","molecule61",12,16,8
"molecule47","molecule36",28,36,18
"molecule47","molecule35",13,19,14
"molecule47","molecule20",32,42,24
"molecule47","molecule06",38,48,24
"molecule47","molecule29",38,48,24
"molecule47","molecule46",27,36,21
"molecule47","molecule43",43,54,27
"molecule47","molecule58",33,42,21
"molecule47","molecule01",51,62,31
"molecule47","molecule66",31,41,22
"molecule47","molecule67",15,23,16
"molecule47","molecule11",23,31,20
"molecule47","molecule59",29,37,20
"molecule47","molecule24",21,29,16
"molecule47","molecule08",21,29,16
"molecule47","molecule38",25,32,19
"molecule47","molecule12",53,66,33
"molecule47","molecule28",10,17,13
"molecule47","molecule56",10,12,6
"molecule47","molecule33",28,36,18
"molecule47","molecule27",8,15,9
"molecule47","molecule40",10,12,6
"molecule47","molecule05",28,36,18
"molecule47","molecule42",16,19,11
"molecule21","molecule18",6,10,8
"molecule21","molecule45",7,10,5
"molecule21","molecule25",5,6,3
"molecule21","molecule31",20,24,12
"molecule21","molecule22",5,6,3
"molecule21","molecule16",7,10,5
"molecule21","molecule65",5,6,3
"molecule21","molecule02",17,22,11
"molecule21","molecule32",5,6,3
"molecule21","molecule48",33,42,21
"molecule21","molecule26",6,7,5
"molecule21","molecule19",8,11,7
"molecule21","molecule14",10,12,6
"molecule21","molecule04",12,16,8
"molecule21","molecule63",37,45,24
"molecule21","molecule00",30,36,18
"molecule21","molecule39",24,31,17
"molecule21","molecule50",43,54,27
"molecule21","molecule09",13,17,10
"molecule21","molecule47",28,36,18
"molecule21","molecule13",20,24,12
"molecule21","molecule30",15,18,9
"molecule21","molecule52",54,67,35
"molecule21","molecule23",11,13,8
"molecule21","molecule15",9,12,11
"molecule21","molecule53",10,12,6
"molecule21","molecule62",31,38,19
"molecule21","molecule49",34,43,23
"molecule21","molecule07",9,14,7
"molecule21","molecule34",3,5,4
"molecule21","molecule03",15,18,9
"molecule21","molecule10",10,15,9
"molecule21","molecule51",53,66,33
"molecule21","molecule57",39,49,26
"molecule21","molecule54",8,11,7
"molecule21","molecule64",46,56,28
"molecule21","molecule55",33,42,21
"molecule21","molecule17",7,10,5
"molecule21","molecule60",5,9,6
"molecule21","molecule37",7,10,5
"molecule21","molecule41",41,50,25
"molecule21","molecule44",2,4,2
"molecule21","molecule61",19,25,14
"molecule21","molecule36",2,4,2
"molecule21","molecule35",23,29,16
"molecule21","molecule20",7,11,10
"molecule21","molecule06",12,16,8
"molecule21","molecule29",10,12,6
"molecule21","molecule46",8,11,7
"molecule21","molecule43",15,18,9
"molecule21","molecule58",7,10,5
"molecule21","molecule01",25,30,15
"molecule21","molecule66",3,5,4
"molecule21","molecule67",23,29,16
"molecule21","molecule11",17,23,18
"molecule21","molecule59",4,8,4
"molecule21","molecule24",10,12,6
"molecule21","molecule08",16,22,16
"molecule21","molecule38",8,11,7
"molecule21","molecule12",25,30,15
"molecule21","molecule28",26,31,17
"molecule21","molecule56",38,48,24
"molecule21","molecule33",2,4,2
"molecule21","molecule27",25,30,15
"molecule21","molecule40",36,44,22
"molecule21","molecule05",6,10,10
"molecule21","molecule42",42,51,27
"molecule13","molecule18",20,24,12
"molecule13","molecule45",25,30,15
"molecule13","molecule25",25,30,15
"molecule13","molecule31",6,10,8
"molecule13","molecule22",25,30,15
"molecule13","molecule16",15,18,9
"molecule13","molecule65",15,18,9
"molecule13","molecule02",7,10,5
"molecule13","molecule32",17,22,11
"molecule13","molecule48",53,66,33
"molecule13","molecule26",25,30,15
"molecule13","molecule19",15,18,9
"molecule13","molecule14",10,12,6
"molecule13","molecule04",12,16,8
"molecule13","molecule63",56,68,34
"molecule13","molecule00",10,12,6
"molecule13","molecule39",41,50,25
"molecule13","molecule50",63,78,39
"molecule13","molecule09",12,16,8
"molecule13","molecule47",48,60,30
"molecule13","molecule21",20,24,12
"molecule13","molecule30",7,10,5
"molecule13","molecule52",73,90,45
"molecule13","molecule23",30,36,18
"molecule13","molecule15",25,30,15
"molecule13","molecule53",12,16,8
"molecule13","molecule62",51,62,31
"molecule13","molecule49",53,66,33
"molecule13","molecule07",17,22,11
"molecule13","molecule34",22,28,14
"molecule13","molecule03",7,10,5
"molecule13","molecule10",17,22,11
"molecule13","molecule51",73,90,45
"molecule13","molecule57",58,72,36
"molecule13","molecule54",17,22,11
"molecule13","molecule64",66,80,40
"molecule13","molecule55",53,66,33
"molecule13","molecule17",15,18,9
"molecule13","molecule60",22,28,14
"molecule13","molecule37",27,34,17
"molecule13","molecule41",61,74,37
"molecule13","molecule44",20,24,12
"molecule13","molecule61",38,48,24
"molecule13","molecule36",22,28,14
"molecule13","molecule35",42,52,26
"molecule13","molecule20",20,24,12
"molecule13","molecule06",12,16,8
"molecule13","molecule29",10,12,6
"molecule13","molecule46",25,30,15
"molecule13","molecule43",5,6,3
"molecule13","molecule58",17,22,11
"molecule13","molecule01",5,6,3
"molecule13","molecule66",20,24,12
"molecule13","molecule67",40,48,24
"molecule13","molecule11",32,40,20
"molecule13","molecule59",22,28,14
"molecule13","molecule24",30,36,18
"molecule13","molecule08",32,40,20
"molecule13","molecule38",27,34,17
"molecule13","molecule12",5,6,3
"molecule13","molecule28",45,54,27
"molecule13","molecule56",58,72,36
"molecule13","molecule33",22,28,14
"molecule13","molecule27",45,54,27
"molecule13","molecule40",56,68,34
"molecule13","molecule05",22,28,14
"molecule13","molecule42",61,74,37
"molecule30","molecule18",19,24,17
"molecule30","molecule45",22,28,14
"molecule30","molecule25",20,24,12
"molecule30","molecule31",5,6,3
"molecule30","molecule22",20,24,12
"molecule30","molecule16",14,18,14
"molecule30","molecule65",12,16,8
"molecule30","molecule02",6,10,10
"molecule30","molecule32",12,16,8
"molecule30","molecule48",48,60,30
"molecule30","molecule26",20,24,12
"molecule30","molecule19",14,18,14
"molecule30","molecule14",9,12,11
"molecule30","molecule04",11,16,13
"molecule30","molecule63",51,62,31
"molecule30","molecule00",15,18,9
"molecule30","molecule39",36,44,22
"molecule30","molecule50",58,72,36
"molecule30","molecule09",11,16,13
"molecule30","molecule47",43,54,27
"molecule30","molecule21",15,18,9
"molecule30","molecule13",7,10,5
"molecule30","molecule52",68,84,42
"molecule30","molecule23",25,30,15
"molecule30","molecule15",24,30,20
"molecule30","molecule53",9,14,7
"molecule30","molecule62",46,56,28
"molecule30","molecule49",48,60,30
"molecule30","molecule07",16,22,16
"molecule30","molecule34",17,22,11
"molecule30","molecule03",6,10,10
"molecule30","molecule10",16,22,16
"molecule30","molecule51",68,84,42
"molecule30","molecule57",53,66,33
"molecule30","molecule54",14,20,10
"molecule30","molecule64",61,74,37
"molecule30","molecule55",48,60,30
"molecule30","molecule17",14,18,14
"molecule30","molecule60",19,26,13
"molecule30","molecule37",22,28,14
"molecule30","molecule41",56,68,34
"molecule30","molecule44",17,22,11
"molecule30","molecule61",31,38,19
"molecule30","molecule36",17,22,11
"molecule30","molecule35",37,46,23
"molecule30","molecule20",19,24,17
"molecule30","molecule06",11,16,13
"molecule30","molecule29",5,6,3
"molecule30","molecule46",22,28,14
"molecule30","molecule43",2,4,2
"molecule30","molecule58",14,20,10
"molecule30","molecule01",12,16,8
"molecule30","molecule66",17,22,11
"molecule30","molecule67",37,46,23
"molecule30","molecule11",31,40,25
"molecule30","molecule59",19,26,13
"molecule30","molecule24",25,30,15
"molecule30","molecule08",31,40,25
"molecule30","molecule38",22,28,14
"molecule30","molecule12",10,12,6
"molecule30","molecule28",40,48,24
"molecule30","molecule56",53,66,33
"molecule30","molecule33",17,22,11
"molecule30","molecule27",40,48,24
"molecule30","molecule40",51,62,31
"molecule30","molecule05",21,28,19
"molecule30","molecule42",56,68,34
"molecule52","molecule18",55,68,35
"molecule52","molecule45",50,62,32
"molecule52","molecule25",50,62,32
"molecule52","molecule31",71,86,43
"molecule52","molecule22",49,61,32
"molecule52","molecule16",59,73,38
"molecule52","molecule65",59,73,38
"molecule52","molecule02",68,84,42
"molecule52","molecule32",57,69,36
"molecule52","molecule48",22,26,14
"molecule52","molecule26",48,60,30
"molecule52","molecule19",58,72,36
"molecule52","molecule14",64,79,41
"molecule52","molecule04",62,75,39
"molecule52","molecule63",17,22,11
"molecule52","molecule00",81,98,49
"molecule52","molecule39",32,40,20
"molecule52","molecule50",12,14,10
"molecule52","molecule09",61,74,37
"molecule52","molecule47",26,31,17
"molecule52","molecule21",54,67,35
"molecule52","molecule13",73,90,45
"molecule52","molecule30",68,84,42
"molecule52","molecule23",43,54,27
"molecule52","molecule15",50,62,34
"molecule52","molecule53",62,75,39
"molecule52","molecule62",23,29,16
"molecule52","molecule49",20,24,12
"molecule52","molecule07",58,70,36
"molecule52","molecule34",51,62,31
"molecule52","molecule03",67,81,42
"molecule52","molecule10",56,68,34
"molecule52","molecule51",4,4,8
"molecule52","molecule57",15,18,9
"molecule52","molecule54",56,68,34
"molecule52","molecule64",9,12,9
"molecule52","molecule55",21,25,14
"molecule52","molecule17",60,74,38
"molecule52","molecule60",51,62,31
"molecule52","molecule37",48,58,30
"molecule52","molecule41",14,18,12
"molecule52","molecule44",54,67,35
"molecule52","molecule61",37,46,23
"molecule52","molecule36",52,63,33
"molecule52","molecule35",31,38,19
"molecule52","molecule20",53,66,33
"molecule52","molecule06",63,76,39
"molecule52","molecule29",63,78,39
"molecule52","molecule46",48,60,30
"molecule52","molecule43",68,84,42
"molecule52","molecule58",57,69,36
"molecule52","molecule01",76,92,46
"molecule52","molecule66",53,66,33
"molecule52","molecule67",33,42,21
"molecule52","molecule11",41,50,25
"molecule52","molecule59",53,64,33
"molecule52","molecule24",45,56,29
"molecule52","molecule08",45,54,29
"molecule52","molecule38",46,56,28
"molecule52","molecule12",78,96,48
"molecule52","molecule28",28,36,18
"molecule52","molecule56",17,20,13
"molecule52","molecule33",53,64,33
"molecule52","molecule27",32,40,22
"molecule52","molecule40",18,23,13
"molecule52","molecule05",54,67,35
"molecule52","molecule42",12,16,8
"molecule23","molecule18",12,14,10
"molecule23","molecule45",7,8,7
"molecule23","molecule25",7,8,7
"molecule23","molecule31",30,36,18
"molecule23","molecule22",6,7,5
"molecule23","molecule16",16,19,11
"molecule23","molecule65",16,19,11
"molecule23","molecule02",27,34,17
"molecule23","molecule32",16,19,11
"molecule23","molecule48",27,36,21
"molecule23","molecule26",5,6,3
"molecule23","molecule19",15,18,9
"molecule23","molecule14",21,25,14
"molecule23","molecule04",21,25,14
"molecule23","molecule63",28,36,18
"molecule23","molecule00",40,48,24
"molecule23","molecule39",15,20,13
"molecule23","molecule50",36,47,25
"molecule23","molecule09",20,24,12
"molecule23","molecule47",22,30,18
"molecule23","molecule21",11,13,8
"molecule23","molecule13",30,36,18
"molecule23","molecule30",25,30,15
"molecule23","molecule52",43,54,27
"molecule23","molecule15",10,14,9
"molecule23","molecule53",21,25,14
"molecule23","molecule62",25,32,19
"molecule23","molecule49",25,34,17
"molecule23","molecule07",17,20,13
"molecule23","molecule34",10,12,6
"molecule23","molecule03",26,31,17
"molecule23","molecule10",15,18,9
"molecule23","molecule51",45,56,31
"molecule23","molecule57",28,36,18
"molecule23","molecule54",15,18,9
